====================
Fold 0
X_of_N_35 (X-of-N): 3.3803984312003115
X_of_N_26 (X-of-N): 2.5823567003455548
X_of_N_7 (X-of-N): 2.476098171530883
ACSN2.22....ER_STRESS (X-of-N): 1.070615992661712
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 1.0397395474296371
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 1.023941025631748
X_of_N_28 (X-of-N): 0.7984859784660759
X_of_N_16 (X-of-N): 0.7946912793675504
X_of_N_13 (X-of-N): 0.753354236397861
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.7522802756896736
KEGG.179....Phenylalanine.metabolism (X-of-N): 0.6838685158920571
X_of_N_5 (X-of-N): 0.6523260760121077
X_of_N_14 (X-of-N): 0.6471840079352174
OntoCancro....Expanded.Apoptosis (X-of-N): 0.5875025093260113
X_of_N_33 (X-of-N): 0.5685918413511131
X_of_N_25 (X-of-N): 0.47865384702842567
X_of_N_27 (X-of-N): 0.45730714740009826
X_of_N_21 (X-of-N): 0.44528555224511157
X_of_N_22 (X-of-N): 0.40896729061604625
WikiPathways.44....Chromosomal.and.microsatellite.instability.in.colorectal.cancer (X-of-N): 0.39335655523765933
X_of_N_23 (X-of-N): 0.392884178201252
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.3635209734338638
REACTOME.7....Innate.Immune.System (X-of-N): 0.35610637383381305
ACSN2.28....IMMUNOSUPPPRESSIVE_CORE (X-of-N): 0.34907950459012704
REACTOME.8....Metabolism.of.RNA (X-of-N): 0.3421072776258074
X_of_N_2 (X-of-N): 0.3283907521866334
ACSN2.3....OXIDATIVE_PHOSPHOYLATION_AND_TCA_CYCLE (X-of-N): 0.3258274504625285
REACTOME.250....Endosomal.Sorting.Complex.Required.For.Transport..ESCRT. (X-of-N): 0.32295695904505106
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.3132864005924251
X_of_N_11 (X-of-N): 0.3099419636997824
REACTOME.94....Protein.localization (X-of-N): 0.30712252767257414
stke.3....Integrin.Signaling.Pathway (X-of-N): 0.2795180858403097
KEGG.100....Wnt.signaling (X-of-N): 0.2783949492002359
WikiPathways.62....T.Cell.antigen.Receptor..TCR...Signaling (X-of-N): 0.26987010160958674
REACTOME.11....Infectious.disease (X-of-N): 0.2689780639235053
WikiPathways.23....Ciliary.landscape (X-of-N): 0.26806709689291935
KEGG.57....AGE.RAGE.signaling.pathway.in.diabetic.complications (X-of-N): 0.2500357889876065
X_of_N_20 (X-of-N): 0.24882219286379997
KEGG.163....Pentose.phosphate (X-of-N): 0.24818970532845747
REACTOME.144....Signaling.by.RAS.mutants (X-of-N): 0.24817911273719676
WikiPathways.193....Tryptophan.catabolism.leading.to.NAD..production (X-of-N): 0.24558990120071503
KEGG.158....Tryptophan.metabolism (X-of-N): 0.24037414752856498
EHMN.5....Arachidonic.acid.metabolism (X-of-N): 0.2395009070208773
X_of_N_34 (X-of-N): 0.23433398770898436
====================
Fold 6
X_of_N_7 (X-of-N): 19.442132130379225
X_of_N_16 (X-of-N): 10.811650440590634
X_of_N_19 (X-of-N): 7.6353779624233376
X_of_N_21 (X-of-N): 7.055313989402978
X_of_N_15 (X-of-N): 4.843264339885707
X_of_N_31 (X-of-N): 4.023487389615489
X_of_N_6 (X-of-N): 2.5978046669744392
X_of_N_9 (X-of-N): 1.7459109899205476
REACTOME.8....Metabolism.of.RNA (X-of-N): 1.229916108070641
X_of_N_11 (X-of-N): 1.1524750710035334
ACSN2.31....DEPENDANCE_RECEPTORS (X-of-N): 1.0529184527758622
REACTOME....Metabolism (X-of-N): 0.8664200815022781
X_of_N_35 (X-of-N): 0.8557382401445905
KEGG.97....Lysosome (X-of-N): 0.8143056769627671
X_of_N_1 (X-of-N): 0.7600694265549518
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.7516735072053881
X_of_N_13 (X-of-N): 0.6350491672384124
X_of_N_26 (X-of-N): 0.6141825955683015
X_of_N_4 (X-of-N): 0.61004860505599
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.5599596713702532
X_of_N_20 (X-of-N): 0.5443805855928814
X_of_N_33 (X-of-N): 0.515499472434679
REACTOME.71....Fatty.acid.metabolism (X-of-N): 0.49721410395419907
IPAVS.9....GSK3beta_regulation_by_signaling (X-of-N): 0.47939234324773883
X_of_N_3 (X-of-N): 0.45937453558328245
X_of_N_25 (X-of-N): 0.4580848607620098
Panther_Pathway.47....TCA_cycle (X-of-N): 0.44718741188378497
X_of_N_24 (X-of-N): 0.41037098696632185
X_of_N_27 (X-of-N): 0.3865947093046611
X_of_N_37 (X-of-N): 0.38006654644984245
X_of_N_2 (X-of-N): 0.3686005505632514
KEGG.57....AGE.RAGE.signaling.pathway.in.diabetic.complications (X-of-N): 0.35929792447641484
ACSN2.1....WNT_NON_CANONICAL (X-of-N): 0.352189830629411
X_of_N_34 (X-of-N): 0.34818407142204955
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.33563622555597245
X_of_N_36 (X-of-N): 0.32183147156373537
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.3191515714570779
X_of_N_17 (X-of-N): 0.3163604671457957
WikiPathways.3....MAPK.Signaling (X-of-N): 0.31165155121867305
X_of_N_12 (X-of-N): 0.30643470641841614
WikiPathways.180....NAD..metabolism (X-of-N): 0.2997387869142175
REACTOME.345....Attenuation.phase (X-of-N): 0.2966431592567008
ACSN2.4....APOPTOSIS (X-of-N): 0.2953068522411273
X_of_N_29 (X-of-N): 0.28500494010418675
KEGG.59....Gastric.cancer (X-of-N): 0.2842265557541373
REACTOME.45....SLC.mediated.transmembrane.transport (X-of-N): 0.27532117835216857
REACTOME.33....Nonsense.Mediated.Decay..NMD..enhanced.by.the.Exon.Junction.Complex..EJC. (X-of-N): 0.26002263420735977
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.24819909183061548
X_of_N_5 (X-of-N): 0.24521752951671485
WikiPathways.112....miRs.in.Muscle.Cell.Differentiation (X-of-N): 0.24283684521947277
====================
Fold 7
X_of_N_41 (X-of-N): 17.005486665506925
X_of_N_15 (X-of-N): 9.213346852769115
X_of_N_26 (X-of-N): 8.304175812567026
X_of_N_2 (X-of-N): 4.893567848863617
X_of_N_39 (X-of-N): 2.7715587060967315
X_of_N_23 (X-of-N): 1.984427051656154
X_of_N_7 (X-of-N): 1.6268616619350569
X_of_N_33 (X-of-N): 1.5627028469131563
X_of_N_22 (X-of-N): 1.4459150001518215
X_of_N_20 (X-of-N): 1.3048515606080657
X_of_N_10 (X-of-N): 1.2561546589357875
X_of_N_8 (X-of-N): 1.1192616763260732
X_of_N_1 (X-of-N): 1.1159785603747086
WikiPathways.23....Ciliary.landscape (X-of-N): 1.1145707638290634
X_of_N_14 (X-of-N): 1.0978506751609087
X_of_N_6 (X-of-N): 1.091520357679526
INOH.10....Tryptophan.degradation (X-of-N): 1.0093418450945055
X_of_N_12 (X-of-N): 0.955786113292991
X_of_N_9 (X-of-N): 0.8840391368431226
X_of_N_43 (X-of-N): 0.8746941542196836
X_of_N_13 (X-of-N): 0.8619520000358195
X_of_N_16 (X-of-N): 0.8459963053468204
X_of_N_37 (X-of-N): 0.8449443519481277
WikiPathways.3....MAPK.Signaling (X-of-N): 0.7971657827393709
X_of_N_35 (X-of-N): 0.7964103383775737
X_of_N_27 (X-of-N): 0.751396306438133
X_of_N_18 (X-of-N): 0.6778072684598757
X_of_N_30 (X-of-N): 0.6679443505240353
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.6574453731913326
REACTOME.2....Immune.System (X-of-N): 0.6275223246347426
REACTOME....Metabolism (X-of-N): 0.6083717739601462
X_of_N_21 (X-of-N): 0.5663879160963073
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.5629779449780339
ACSN2.22....ER_STRESS (X-of-N): 0.5529590275200748
Panther_Pathway.12....Apoptosis_signaling (X-of-N): 0.5396459615145592
X_of_N_31 (X-of-N): 0.49664780075141524
X_of_N_29 (X-of-N): 0.48456721282685017
X_of_N_19 (X-of-N): 0.48193811106759776
REACTOME.26....Influenza.Infection (X-of-N): 0.47154983402347894
X_of_N_24 (X-of-N): 0.45158043678017934
X_of_N_42 (X-of-N): 0.4504331138910853
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.44265776919820854
REACTOME.6....Generic.Transcription.Pathway (X-of-N): 0.4389972396692018
Panther_Pathway.47....TCA_cycle (X-of-N): 0.4135536969586815
REACTOME.52....Deubiquitination (X-of-N): 0.4074743844306153
X_of_N_25 (X-of-N): 0.3926025242515921
X_of_N_40 (X-of-N): 0.38838347344687074
KEGG.162....Legionellosis (X-of-N): 0.3858409932939247
X_of_N_3 (X-of-N): 0.3402595364484887
REACTOME.235....Ion.homeostasis (X-of-N): 0.33816301199113796
====================
Fold 8
X_of_N_6 (X-of-N): 18.73565794149514
X_of_N_5 (X-of-N): 8.866902826727966
X_of_N_9 (X-of-N): 8.699137427840206
X_of_N_22 (X-of-N): 8.254012020289826
X_of_N_31 (X-of-N): 4.909612612154777
REACTOME....Metabolism (X-of-N): 3.9362680158601653
X_of_N_4 (X-of-N): 3.923375755285598
X_of_N_16 (X-of-N): 2.465657696609901
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 1.6957242627965283
X_of_N_3 (X-of-N): 1.6566127178485288
X_of_N_2 (X-of-N): 1.2177037338522017
REACTOME.3....Disease (X-of-N): 1.0744097961910326
X_of_N_12 (X-of-N): 1.066365810194648
X_of_N_11 (X-of-N): 0.8532412095582017
WikiPathways.69....Parkin.Ubiquitin.Proteasomal.System (X-of-N): 0.8144120313886029
SMPDB.159....Transfer.of.Acetyl.Groups.into.Mitochondria (X-of-N): 0.8093944533791657
X_of_N_33 (X-of-N): 0.7135209171750166
KEGG.47....Protein.processing.in.endoplasmic.reticulum (X-of-N): 0.6903343474382571
X_of_N_36 (X-of-N): 0.5985836768947317
REACTOME.235....Ion.homeostasis (X-of-N): 0.536267839618614
X_of_N_15 (X-of-N): 0.5322950936840491
X_of_N_29 (X-of-N): 0.5227298142592097
KEGG.144....Glutathione.metabolism (X-of-N): 0.4980097809255314
X_of_N_23 (X-of-N): 0.49785344275806326
REACTOME.23....Cap.dependent.Translation.Initiation (X-of-N): 0.4560356446818392
X_of_N_35 (X-of-N): 0.4021881313806445
X_of_N_32 (X-of-N): 0.4018422768679386
X_of_N_39 (X-of-N): 0.3801969832091169
KEGG.100....Wnt.signaling (X-of-N): 0.3506439371517599
Panther_Pathway.8....Parkinson_disease (X-of-N): 0.34882492656787856
KEGG.7....Ribosome (X-of-N): 0.3386680023619481
X_of_N_14 (X-of-N): 0.32539333319525976
X_of_N_38 (X-of-N): 0.30514087164385634
REACTOME.52....Deubiquitination (X-of-N): 0.30046725410092834
NetPath.3....AndrogenReceptor (X-of-N): 0.29614102723751445
ACSN2.22....ER_STRESS (X-of-N): 0.2956204914064432
REACTOME.24....Eukaryotic.Translation.Initiation (X-of-N): 0.277692066152963
X_of_N_30 (X-of-N): 0.275222595383794
Panther_Pathway.47....TCA_cycle (X-of-N): 0.2747836246491453
INOH.44....Tyrosine.metabolism (X-of-N): 0.2627543051535544
X_of_N_20 (X-of-N): 0.25844838901159894
PID.19....p73.transcription.factor.network (X-of-N): 0.25640182090488617
X_of_N_27 (X-of-N): 0.24390593828740004
WikiPathways.3....MAPK.Signaling (X-of-N): 0.22395903239559803
IPAVS.17....perk (X-of-N): 0.20131634304653895
WikiPathways.44....Chromosomal.and.microsatellite.instability.in.colorectal.cancer (X-of-N): 0.20065069599339275
X_of_N_18 (X-of-N): 0.19669324190751852
REACTOME.121....Regulation.of.HSF1.mediated.heat.shock.response (X-of-N): 0.19470202067914902
REACTOME.48....Organelle.biogenesis.and.maintenance (X-of-N): 0.19386651067476612
KEGG.24....Insulin.resistance (X-of-N): 0.19370987223828404
====================
Fold 9
X_of_N_26 (X-of-N): 22.21284614577739
X_of_N_30 (X-of-N): 7.029955955193342
X_of_N_20 (X-of-N): 5.372022162310021
X_of_N_14 (X-of-N): 3.4324367028175025
X_of_N_8 (X-of-N): 2.2143479271473923
X_of_N_7 (X-of-N): 2.1580296408971775
X_of_N_12 (X-of-N): 2.129266761022631
REACTOME....Metabolism (X-of-N): 1.9744348733094912
X_of_N_19 (X-of-N): 1.821403162804422
X_of_N_11 (X-of-N): 1.512930192380716
X_of_N_32 (X-of-N): 1.488822925841783
X_of_N_38 (X-of-N): 1.2981851789426373
X_of_N_18 (X-of-N): 1.2914987376792724
X_of_N_37 (X-of-N): 1.1463845808415036
WikiPathways.23....Ciliary.landscape (X-of-N): 1.0985732673657813
KEGG.1....Thermogenesis (X-of-N): 1.0530414166854076
X_of_N_28 (X-of-N): 1.0414982573030804
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 1.0189224634742347
X_of_N_40 (X-of-N): 0.9946482306717229
X_of_N_25 (X-of-N): 0.9840936657845818
X_of_N_23 (X-of-N): 0.9715570728332065
X_of_N_6 (X-of-N): 0.9401032870246342
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.9246396686351812
X_of_N_16 (X-of-N): 0.8289928947657059
X_of_N_4 (X-of-N): 0.8073459401161426
X_of_N_2 (X-of-N): 0.7767241378790202
X_of_N_36 (X-of-N): 0.7766601259855406
X_of_N_1 (X-of-N): 0.7750557858123579
X_of_N_39 (X-of-N): 0.698281707198925
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.5053198323433233
X_of_N_29 (X-of-N): 0.4747381011249904
X_of_N_17 (X-of-N): 0.4650813903372475
REACTOME.319....Formation.of.ATP.by.chemiosmotic.coupling (X-of-N): 0.44106470251851637
X_of_N_21 (X-of-N): 0.4389389240811479
X_of_N_35 (X-of-N): 0.43618397265817854
X_of_N_44 (X-of-N): 0.43587339748594
X_of_N_24 (X-of-N): 0.4233904839023813
X_of_N_10 (X-of-N): 0.40953160276906736
X_of_N_42 (X-of-N): 0.40731611784135213
X_of_N_43 (X-of-N): 0.39742701268722885
X_of_N_33 (X-of-N): 0.39153925050763216
REACTOME.88....Cellular.response.to.heat.stress (X-of-N): 0.38810850777066436
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.3866422081844394
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.3824916810919174
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.37844826260733516
REACTOME.317....Cristae.formation (X-of-N): 0.3478473386001816
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.32780507747672505
WikiPathways.16....Focal.Adhesion (X-of-N): 0.326806871649699
systems.biology.org.5....Toll.Like_receptor_signaling_network (X-of-N): 0.3159000177902877
KEGG.97....Lysosome (X-of-N): 0.31579427414590366
====================
Fold 0
X_of_N_7 (X-of-N): 18.07488243451878
X_of_N_38 (X-of-N): 16.919041281889825
X_of_N_32 (X-of-N): 5.970915127360969
X_of_N_31 (X-of-N): 3.9655702080867266
X_of_N_39 (X-of-N): 3.9131452164094203
X_of_N_28 (X-of-N): 2.7171352608852244
X_of_N_1 (X-of-N): 2.069200937926708
X_of_N_43 (X-of-N): 1.927806214851746
ACSN2.22....ER_STRESS (X-of-N): 1.358728588246961
X_of_N_26 (X-of-N): 1.2346773355383327
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 1.1778605661725274
X_of_N_4 (X-of-N): 0.9586158293919395
X_of_N_24 (X-of-N): 0.9129972761852622
X_of_N_36 (X-of-N): 0.9042508080761725
IPAVS.17....perk (X-of-N): 0.8671760617584475
KEGG.179....Phenylalanine.metabolism (X-of-N): 0.757875712602119
X_of_N_40 (X-of-N): 0.6911168750046855
X_of_N_11 (X-of-N): 0.663307859070548
SMPDB.112....Acetaminophen.Metabolism.Pathway (X-of-N): 0.5777814347793611
SMPDB.159....Transfer.of.Acetyl.Groups.into.Mitochondria (X-of-N): 0.5732355507033411
X_of_N_41 (X-of-N): 0.5686544906857439
X_of_N_23 (X-of-N): 0.5479876337802405
X_of_N_29 (X-of-N): 0.5295754522940189
X_of_N_34 (X-of-N): 0.5292293209685246
X_of_N_5 (X-of-N): 0.5069113255767388
SMPDB.44....Disulfiram.Action.Pathway (X-of-N): 0.4818761852443793
X_of_N_12 (X-of-N): 0.47422176137268496
X_of_N_8 (X-of-N): 0.4191447189882185
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.41765500822069923
X_of_N_6 (X-of-N): 0.4098069135881103
X_of_N_9 (X-of-N): 0.4078716280648363
KEGG.162....Legionellosis (X-of-N): 0.4060971874112053
WikiPathways.14....Integrated.Breast.Cancer (X-of-N): 0.39673889810345697
X_of_N_10 (X-of-N): 0.39315028693383636
REACTOME.49....Axon.guidance (X-of-N): 0.3767978949531757
X_of_N_17 (X-of-N): 0.34688173494430574
X_of_N_33 (X-of-N): 0.3388560076193861
X_of_N_42 (X-of-N): 0.3323395341260872
PID.60....RhoA.signaling (X-of-N): 0.3287626386955929
ACSN2.31....DEPENDANCE_RECEPTORS (X-of-N): 0.3240000879380344
KEGG.47....Protein.processing.in.endoplasmic.reticulum (X-of-N): 0.31264842357815154
systems.biology.org.1....beta_cell_v2.3 (X-of-N): 0.29460896396053315
X_of_N_20 (X-of-N): 0.2906464868262742
OntoCancro....Expanded.Apoptosis (X-of-N): 0.28415502949839117
WikiPathways.6....Cytoplasmic.Ribosomal.Proteins (X-of-N): 0.27580004708609746
REACTOME.34....Nonsense.Mediated.Decay..NMD. (X-of-N): 0.2582503182531451
X_of_N_14 (X-of-N): 0.2505319275306906
X_of_N_30 (X-of-N): 0.2504127534639083
REACTOME.22....Neutrophil.degranulation (X-of-N): 0.24644795575928946
REACTOME.18....Signaling.by.Interleukins (X-of-N): 0.23866257670292362
====================
Fold 1
X_of_N_9 (X-of-N): 20.21242963060816
X_of_N_21 (X-of-N): 12.944703895074996
X_of_N_27 (X-of-N): 7.32299302255797
X_of_N_17 (X-of-N): 5.0287672943757595
X_of_N_13 (X-of-N): 2.558271931094372
X_of_N_31 (X-of-N): 2.453867852840324
X_of_N_24 (X-of-N): 2.442049593208998
X_of_N_12 (X-of-N): 1.6753617709692519
X_of_N_1 (X-of-N): 1.4389429252382475
X_of_N_20 (X-of-N): 1.2314584780562323
X_of_N_10 (X-of-N): 1.2263291462232937
REACTOME.1....Metabolism.of.proteins (X-of-N): 1.208210250609368
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 1.1489765247714547
REACTOME....Metabolism (X-of-N): 0.9259012572103683
ACSN2.22....ER_STRESS (X-of-N): 0.8380915138919254
X_of_N_6 (X-of-N): 0.8283179320401809
WikiPathways.23....Ciliary.landscape (X-of-N): 0.784788028293838
KEGG.24....Insulin.resistance (X-of-N): 0.7741182259756363
X_of_N_32 (X-of-N): 0.7735094651112611
X_of_N_22 (X-of-N): 0.7436192856854732
REACTOME.9....Transport.of.small.molecules (X-of-N): 0.7374553436351846
X_of_N_16 (X-of-N): 0.7023822976393868
X_of_N_35 (X-of-N): 0.6711890643498573
Panther_Pathway.47....TCA_cycle (X-of-N): 0.6693707877642064
OntoCancro....Expanded.Apoptosis (X-of-N): 0.635350661189232
X_of_N_25 (X-of-N): 0.6180560733976319
Panther_Pathway.6....Heterotrimeric_G_protein_signaling_pathway_Gi_and_Gs_mediated (X-of-N): 0.568080957586584
X_of_N_15 (X-of-N): 0.47709292751719357
X_of_N_36 (X-of-N): 0.4561337386709099
REACTOME.26....Influenza.Infection (X-of-N): 0.4048695123599987
REACTOME.54....MAPK1.MAPK3.signaling (X-of-N): 0.3661400185448552
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.3649460680959299
NetPath....EGFR1 (X-of-N): 0.35613189297852
X_of_N_29 (X-of-N): 0.34931120500961993
X_of_N_7 (X-of-N): 0.3489414053685944
REACTOME.11....Infectious.disease (X-of-N): 0.3390911050883996
X_of_N_8 (X-of-N): 0.32370648180528655
X_of_N_2 (X-of-N): 0.30190719037825353
KEGG.15....Proteoglycans.in.cancer (X-of-N): 0.28319820877596924
REACTOME.125....Citric.acid.cycle..TCA.cycle. (X-of-N): 0.27745462088551825
systems.biology.org....Macrophage_Map_Update_ver2_re (X-of-N): 0.2758710394296924
X_of_N_26 (X-of-N): 0.27440200450801583
WikiPathways.3....MAPK.Signaling (X-of-N): 0.25965821084044316
EHMN.2....TCA.cycle (X-of-N): 0.25476108220493704
X_of_N_14 (X-of-N): 0.2543719746234111
WikiPathways.16....Focal.Adhesion (X-of-N): 0.24463105253587486
KEGG.41....Focal.adhesion (X-of-N): 0.23695696645258363
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.22199565350495318
NetPath.2....TCR (X-of-N): 0.2206243163654974
REACTOME.73....Host.Interactions.of.HIV.factors (X-of-N): 0.22059699805725386
====================
Fold 2
X_of_N_37 (X-of-N): 20.907005643530283
X_of_N_38 (X-of-N): 9.097675943252607
X_of_N_39 (X-of-N): 6.172155608697445
X_of_N_27 (X-of-N): 3.4839269450947725
REACTOME....Metabolism (X-of-N): 2.3766549873025866
X_of_N_28 (X-of-N): 2.0061483394691924
REACTOME.121....Regulation.of.HSF1.mediated.heat.shock.response (X-of-N): 1.3868057452536788
X_of_N_26 (X-of-N): 1.3042623757331309
X_of_N_44 (X-of-N): 1.2695710555016977
X_of_N_47 (X-of-N): 1.2209981175928268
X_of_N_35 (X-of-N): 1.197050994554652
X_of_N_16 (X-of-N): 1.16489719813598
X_of_N_42 (X-of-N): 1.118225526056657
REACTOME.20....Cell.Cycle (X-of-N): 0.9904727392522548
WikiPathways.21....Electron.Transport.Chain..OXPHOS.system.in.mitochondria. (X-of-N): 0.9366103203911081
X_of_N_2 (X-of-N): 0.9244232184554193
X_of_N_43 (X-of-N): 0.9074182194809007
X_of_N_33 (X-of-N): 0.8695298470948527
X_of_N_9 (X-of-N): 0.8510591209423776
WikiPathways.3....MAPK.Signaling (X-of-N): 0.7989995517631011
REACTOME.42....MAPK.family.signaling.cascades (X-of-N): 0.7777767044017881
X_of_N_34 (X-of-N): 0.702333848074851
X_of_N_22 (X-of-N): 0.697699119442913
REACTOME.12....Metabolism.of.lipids (X-of-N): 0.6956615593985614
X_of_N_29 (X-of-N): 0.6623505459345005
REACTOME.56....RAF.MAP.kinase.cascade (X-of-N): 0.654120639305209
INOH.10....Tryptophan.degradation (X-of-N): 0.6389814698825771
Panther_Pathway.47....TCA_cycle (X-of-N): 0.6205183106472973
X_of_N_8 (X-of-N): 0.5579752181601426
REACTOME.49....Axon.guidance (X-of-N): 0.5464421278708056
X_of_N_24 (X-of-N): 0.5241761129984945
KEGG.46....Colorectal.cancer (X-of-N): 0.5185391972615808
OntoCancro....Expanded.Apoptosis (X-of-N): 0.5152579316301119
X_of_N_15 (X-of-N): 0.5131684604297351
X_of_N_21 (X-of-N): 0.4991097966930791
REACTOME.317....Cristae.formation (X-of-N): 0.4733956219919218
NetPath.4....TGF_beta_Receptor (X-of-N): 0.46339903326258153
X_of_N_46 (X-of-N): 0.4617343344628059
X_of_N_45 (X-of-N): 0.4299632349372898
REACTOME.7....Innate.Immune.System (X-of-N): 0.4294270886238725
WikiPathways.44....Chromosomal.and.microsatellite.instability.in.colorectal.cancer (X-of-N): 0.41130199384493854
X_of_N_3 (X-of-N): 0.39233556724064256
X_of_N_10 (X-of-N): 0.3874339852424996
X_of_N_23 (X-of-N): 0.3840168796718282
X_of_N_12 (X-of-N): 0.363580338957294
X_of_N_13 (X-of-N): 0.36312961237144464
WikiPathways.90....Interleukin.11.Signaling (X-of-N): 0.35264982458675753
REACTOME.11....Infectious.disease (X-of-N): 0.34093985130628135
X_of_N_31 (X-of-N): 0.3326398868774267
X_of_N_40 (X-of-N): 0.3296686344080301
====================
Fold 3
X_of_N_23 (X-of-N): 14.782939299488797
X_of_N_14 (X-of-N): 7.539751150319798
X_of_N_38 (X-of-N): 5.92794386356218
X_of_N_13 (X-of-N): 4.666289697363954
X_of_N_27 (X-of-N): 4.358463592076191
X_of_N_24 (X-of-N): 3.618629781942262
X_of_N_11 (X-of-N): 3.1943840659807505
X_of_N_40 (X-of-N): 2.8908468587483496
X_of_N_12 (X-of-N): 2.661021601156232
REACTOME....Metabolism (X-of-N): 2.566723988448229
X_of_N_4 (X-of-N): 2.5505691692304797
X_of_N_21 (X-of-N): 1.383893657985822
